drug_name,base_drug_name,drug_class,drug_sub_class,therapeutic_category,dosages,route_of_administration,formulation,search_text,source_files
Stannous Fluoride,stannous fluoride,STOMATOLOGICAL PREPARATIONS,Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,[],,,Drug: stannous fluoride | Dosages: [] | Form:  | Route:  | Class: STOMATOLOGICAL PREPARATIONS | Subclass: Caries prophylactic agents | Therapeutic: STOMATOLOGICAL PREPARATIONS,['rxnorm_complete_drug_classification.csv']
Prednisolone Sodium Phosphate Solution Oral,prednisoLONE Sodium Phosphate,corticosteroids for systemic use,glucocorticoid,,"['15 mg', '5 ml']",oral,solution,"Drug: prednisoLONE Sodium Phosphate | Dosages: [15 mg, 5 ml] | Form: solution | Route: oral | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Cortrophin Injection,Cortrophin,corticosteroids for systemic use,adrenocorticotropic hormone (acth) analog,,['80 unit/ml'],,injection,Drug: Cortrophin | Dosages: [80 unit/ml] | Form: injection | Route:  | Class: corticosteroids for systemic use | Subclass: adrenocorticotropic hormone (acth) analog | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Kenalog Injection,Kenalog,corticosteroids for systemic use,glucocorticoid,,['40 mg/ml'],,injection,Drug: Kenalog | Dosages: [40 mg/ml] | Form: injection | Route:  | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Solu-cortef Solution Injection,Solu-CORTEF Solution,corticosteroids for systemic use,glucocorticoid,,"['100 mg', '250 mg']",,injection,"Drug: Solu-CORTEF Solution | Dosages: [100 mg, 250 mg] | Form: injection | Route:  | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Medrol Tablet Oral,Medrol,corticosteroids for systemic use,glucocorticoid,,['2 mg'],oral,tablet,Drug: Medrol | Dosages: [2 mg] | Form: tablet | Route: oral | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Solu-medrol (pf) Solution Injection,SOLU-Medrol (PF) Solution,corticosteroids for systemic use,glucocorticoid,,"['1000 mg', '125 mg', '40 mg', '500 mg']",,injection,"Drug: SOLU-Medrol (PF) Solution | Dosages: [1000 mg, 125 mg, 40 mg, 500 mg] | Form: injection | Route:  | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Solu-medrol Solution Reconstituted 2 Gm Injection,SOLU-Medrol Solution Reconstituted 2 GM,corticosteroids for systemic use,glucocorticoid,,[],,injection,Drug: SOLU-Medrol Solution Reconstituted 2 GM | Dosages: [] | Form: injection | Route:  | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Methylprednisolone (pak) Tablet Oral,MethylPREDNISolone (Pak),corticosteroids for systemic use,glucocorticoid,,['4 mg'],oral,tablet,Drug: MethylPREDNISolone (Pak) | Dosages: [4 mg] | Form: tablet | Route: oral | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Betamethasone Sod Phos & Acet Suspension 6 (3-3) Mg/ml Injection,Betamethasone Sod Phos & Acet Suspension 6 (3-3) MG/ML,corticosteroids for systemic use,glucocorticoid combination,,[],,injection,Drug: Betamethasone Sod Phos & Acet Suspension 6 (3-3) MG/ML | Dosages: [] | Form: injection | Route:  | Class: corticosteroids for systemic use | Subclass: glucocorticoid combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Betamethasone Combo Suspension 6 (3-3) Mg/ml Injection,Betamethasone Combo Suspension 6 (3-3) MG/ML,corticosteroids for systemic use,glucocorticoid and mineralocorticoid combination,,[],,injection,Drug: Betamethasone Combo Suspension 6 (3-3) MG/ML | Dosages: [] | Form: injection | Route:  | Class: corticosteroids for systemic use | Subclass: glucocorticoid and mineralocorticoid combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Emflaza Suspension Oral,Emflaza,corticosteroids for systemic use,glucocorticoid,,['22.75 mg/ml'],oral,suspension,Drug: Emflaza | Dosages: [22.75 mg/ml] | Form: suspension | Route: oral | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Dexamethasone Sodium Phosphate Solution Prefilled Injection,dexAMETHasone Sodium Phosphate Solution Prefilled,corticosteroids for systemic use,glucocorticoid,,['4 mg/ml'],,injection,Drug: dexAMETHasone Sodium Phosphate Solution Prefilled | Dosages: [4 mg/ml] | Form: injection | Route:  | Class: corticosteroids for systemic use | Subclass: glucocorticoid | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Fludrocortisone Acetate Tablet Oral,Fludrocortisone Acetate,corticosteroids for systemic use,mineralocorticoid,,['0.1 mg'],oral,tablet,Drug: Fludrocortisone Acetate | Dosages: [0.1 mg] | Form: tablet | Route: oral | Class: corticosteroids for systemic use | Subclass: mineralocorticoid | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Guaifenesin-codeine Solution Oral,guaiFENesin-Codeine,cough and cold preparations,expectorant and opioid antitussive combination,,"['10 mg', '5 ml']",oral,solution,"Drug: guaiFENesin-Codeine | Dosages: [10 mg, 5 ml] | Form: solution | Route: oral | Class: cough and cold preparations | Subclass: expectorant and opioid antitussive combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Cvs Chest Congestion Relief Dm Tablet Oral,CVS Chest Congestion Relief DM,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: CVS Chest Congestion Relief DM | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Goodsense Mucus Relief Dm Tablet Oral,GoodSense Mucus Relief DM,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: GoodSense Mucus Relief DM | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
G Tussin Ac Solution Oral,G Tussin AC,cough and cold preparations,expectorant and opioid antitussive combination,,"['10 mg', '5 ml']",oral,solution,"Drug: G Tussin AC | Dosages: [10 mg, 5 ml] | Form: solution | Route: oral | Class: cough and cold preparations | Subclass: expectorant and opioid antitussive combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Gnp Mucus Relief Dm Tablet Oral,GNP Mucus Relief DM,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: GNP Mucus Relief DM | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Zyncof Tablet Oral,Zyncof,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: Zyncof | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Dextromethorphan-guaifenesin Tablet Oral,Dextromethorphan-guaiFENesin,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: Dextromethorphan-guaiFENesin | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Tabtussin Dm Tablet Oral,TabTussin DM,cough and cold preparations,antitussive and expectorant combination,,['400 mg'],oral,tablet,Drug: TabTussin DM | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: antitussive and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Virtussin A/c Solution Oral,Virtussin A/C,cough and cold preparations,opioid antitussive and expectorant combination,,"['10 mg', '5 ml']",oral,solution,"Drug: Virtussin A/C | Dosages: [10 mg, 5 ml] | Form: solution | Route: oral | Class: cough and cold preparations | Subclass: opioid antitussive and expectorant combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Cheratussin Ac Syrup Oral,Cheratussin AC,cough and cold preparations,opioid antitussive and expectorant combination,,"['10 mg', '5 ml']",oral,syrup,"Drug: Cheratussin AC | Dosages: [10 mg, 5 ml] | Form: syrup | Route: oral | Class: cough and cold preparations | Subclass: opioid antitussive and expectorant combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Flowtuss Solution Oral,Flowtuss,cough and cold preparations,opioid antitussive and anticholinergic combination,,"['200 mg', '5 ml']",oral,solution,"Drug: Flowtuss | Dosages: [200 mg, 5 ml] | Form: solution | Route: oral | Class: cough and cold preparations | Subclass: opioid antitussive and anticholinergic combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Allfen Dm Tablet Oral,Allfen DM,cough and cold preparations,expectorant and antitussive combination,,['20 mg'],oral,tablet,Drug: Allfen DM | Dosages: [20 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: expectorant and antitussive combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Guaiatussin Ac Syrup Oral,Guaiatussin AC,cough and cold preparations,expectorant and opioid antitussive combination,,"['10 mg', '5 ml']",oral,syrup,"Drug: Guaiatussin AC | Dosages: [10 mg, 5 ml] | Form: syrup | Route: oral | Class: cough and cold preparations | Subclass: expectorant and opioid antitussive combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Mucusrelief Dm Cough Tablet Oral,MucusRelief DM Cough,cough and cold preparations,antitussive and expectorant combination,,['400 mg'],oral,tablet,Drug: MucusRelief DM Cough | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: antitussive and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Gnp Tab Tussin Dm Tablet Oral,GNP Tab Tussin DM,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: GNP Tab Tussin DM | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Guaifenesin Ac Syrup Oral,guaiFENesin AC,cough and cold preparations,expectorant and opioid antitussive combination,,"['10 mg', '5 ml']",oral,syrup,"Drug: guaiFENesin AC | Dosages: [10 mg, 5 ml] | Form: syrup | Route: oral | Class: cough and cold preparations | Subclass: expectorant and opioid antitussive combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Refenesen Dm Tablet Oral,Refenesen DM,cough and cold preparations,expectorant and antitussive combination,,['20 mg'],oral,tablet,Drug: Refenesen DM | Dosages: [20 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: expectorant and antitussive combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Hm Chest Congestion Relief Dm Tablet Oral,HM Chest Congestion Relief DM,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: HM Chest Congestion Relief DM | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Promethazine-codeine Syrup Oral,Promethazine-Codeine,cough and cold preparations,antihistamine and opioid combination,,"['10 mg', '5 ml']",oral,syrup,"Drug: Promethazine-Codeine | Dosages: [10 mg, 5 ml] | Form: syrup | Route: oral | Class: cough and cold preparations | Subclass: antihistamine and opioid combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Fenesin Dm Ir Tablet Oral,Fenesin DM IR,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: Fenesin DM IR | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Goodsense Mucus Relief Tablet Oral,GoodSense Mucus Relief,cough and cold preparations,expectorant and non-opioid cough suppressant combination,,['400 mg'],oral,tablet,Drug: GoodSense Mucus Relief | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: expectorant and non-opioid cough suppressant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Sb Mucus Relief Dm Tablet Oral,SB Mucus Relief DM,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: SB Mucus Relief DM | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Sb Tab Tussin Dm Tablet Oral,SB Tab Tussin DM,cough and cold preparations,cough suppressant and expectorant combination,,['400 mg'],oral,tablet,Drug: SB Tab Tussin DM | Dosages: [400 mg] | Form: tablet | Route: oral | Class: cough and cold preparations | Subclass: cough suppressant and expectorant combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Trikafta Tablet Oral,Trikafta,cystic fibrosis treatment,cftr corrector and potentiator combination,,"['150 mg', '75 mg']",oral,tablet,"Drug: Trikafta | Dosages: [150 mg, 75 mg] | Form: tablet | Route: oral | Class: cystic fibrosis treatment | Subclass: cftr corrector and potentiator combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Ethyol Solution Intravenous,Ethyol,cytoprotective agents,free radical scavenger,,['500 mg'],intravenous,solution,Drug: Ethyol | Dosages: [500 mg] | Form: solution | Route: intravenous | Class: cytoprotective agents | Subclass: free radical scavenger | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Adrenalin Solution Nasal,Adrenalin,decongestants,non-selective adrenergic agonist,,[],nasal,solution,Drug: Adrenalin | Dosages: [] | Form: solution | Route: nasal | Class: decongestants | Subclass: non-selective adrenergic agonist | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Gnp 24 Hour Nasal Allergy Nasal,GNP 24 Hour Nasal Allergy,decongestants and other nasal preparations,corticosteroid nasal spray,,['55 mcg/act'],nasal,,Drug: GNP 24 Hour Nasal Allergy | Dosages: [55 mcg/act] | Form:  | Route: nasal | Class: decongestants and other nasal preparations | Subclass: corticosteroid nasal spray | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Nasal Allergy 24 Hour Nasal,Nasal Allergy 24 Hour,decongestants and other nasal preparations for topical use,corticosteroid nasal spray,,['55 mcg/act'],nasal,,Drug: Nasal Allergy 24 Hour | Dosages: [55 mcg/act] | Form:  | Route: nasal | Class: decongestants and other nasal preparations for topical use | Subclass: corticosteroid nasal spray | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Quflora Pediatric Solution Oral,Quflora Pediatric,dental agents,fluoride supplement,,['0.5 mg/ml'],oral,solution,Drug: Quflora Pediatric | Dosages: [0.5 mg/ml] | Form: solution | Route: oral | Class: dental agents | Subclass: fluoride supplement | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Sf Gel,SF,dental preparations,topical fluoride,,[],,gel,Drug: SF | Dosages: [] | Form: gel | Route:  | Class: dental preparations | Subclass: topical fluoride | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Sss 10-5 Cream,SSS 10-5,dermatological agents,topical corticosteroid and antifungal combination,,[],,cream,Drug: SSS 10-5 | Dosages: [] | Form: cream | Route:  | Class: dermatological agents | Subclass: topical corticosteroid and antifungal combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Sarnol-hc Lotion,Sarnol-HC,dermatological agents,glucocorticoid and keratolytic combination,,[],,lotion,Drug: Sarnol-HC | Dosages: [] | Form: lotion | Route:  | Class: dermatological agents | Subclass: glucocorticoid and keratolytic combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Cabtreo Gel,Cabtreo,dermatological agents,"topical corticosteroid, antibiotic, and antifungal combination",,[],,gel,"Drug: Cabtreo | Dosages: [] | Form: gel | Route:  | Class: dermatological agents | Subclass: topical corticosteroid, antibiotic, and antifungal combination | Therapeutic: ",['drug_class_subclass_reference.xlsx']
Epiduo Forte Gel,Epiduo Forte,dermatological agents,retinoid and antimicrobial combination,,[],,gel,Drug: Epiduo Forte | Dosages: [] | Form: gel | Route:  | Class: dermatological agents | Subclass: retinoid and antimicrobial combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Twyneo Cream,Twyneo,dermatological agents,retinoid and keratolytic agent combination,,[],,cream,Drug: Twyneo | Dosages: [] | Form: cream | Route:  | Class: dermatological agents | Subclass: retinoid and keratolytic agent combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
Benzamycinpak Packet 5-3 % External,BenzamycinPak PACKET 5-3 % EXTERNAL,dermatological agents,macrolide antibiotic and keratolytic agent combination,,[],,,Drug: BenzamycinPak PACKET 5-3 % EXTERNAL | Dosages: [] | Form:  | Route:  | Class: dermatological agents | Subclass: macrolide antibiotic and keratolytic agent combination | Therapeutic: ,['drug_class_subclass_reference.xlsx']
