ingredient_rxcui,primary_drug_name,therapeutic_class_l2,drug_class_l3,drug_subclass_l4
7247,naphazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
7812,oxymetazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
8163,phenylephrine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, plain"
37935,tetrahydrozoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
3966,ephedrine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
39841,xylometazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
7247,naphazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
7812,oxymetazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
8163,phenylephrine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Sympathomimetics, combinations excl. corticosteroids"
135391,olopatadine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
1360721,thonzylamine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
18603,azelastine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
28627,levocabastine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
31563,nedocromil,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
42612,cromolyn,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
865,antazoline,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,"Antiallergic agents, excl. corticosteroids"
10759,triamcinolone,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
108118,mometasone,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
1347,beclomethasone,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
1514,betamethasone,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
19831,budesonide,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
25120,flunisolide,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
274964,ciclesonide,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
3264,dexamethasone,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
41126,fluticasone,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
57257,tixocortol,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
8638,prednisolone,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Corticosteroids
11246,vitamin A,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
26849,hexamidine,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
42372,mupirocin,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
4556,framycetin,NASAL PREPARATIONS,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,Other nasal preparations
8163,phenylephrine,NASAL PREPARATIONS,NASAL DECONGESTANTS FOR SYSTEMIC USE,Sympathomimetics
8175,phenylpropanolamine,NASAL PREPARATIONS,NASAL DECONGESTANTS FOR SYSTEMIC USE,Sympathomimetics
8896,pseudoephedrine,NASAL PREPARATIONS,NASAL DECONGESTANTS FOR SYSTEMIC USE,Sympathomimetics
110,oxyquinoline,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
1378,benzalkonium,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
1390,benzethonium,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
20614,cetrimonium,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
2119240,octenidine,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
2286,cetylpyridinium,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
22906,dichlorobenzyl alcohol,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
2358,chlorhexidine,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
236393,miristalkonium,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
2407,chlorquinaldol,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
26849,hexamidine,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
3226,dequalinium,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
33290,phenol,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
5321,hexylresorcinol,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
8611,povidone-iodine,THROAT PREPARATIONS,THROAT PREPARATIONS,Antiseptics
10968,tyrothricin,THROAT PREPARATIONS,THROAT PREPARATIONS,Antibiotics
1291,bacitracin,THROAT PREPARATIONS,THROAT PREPARATIONS,Antibiotics
25437,fusafungin,THROAT PREPARATIONS,THROAT PREPARATIONS,Antibiotics
5011,gramicidin,THROAT PREPARATIONS,THROAT PREPARATIONS,Antibiotics
7299,neomycin,THROAT PREPARATIONS,THROAT PREPARATIONS,Antibiotics
1399,benzocaine,THROAT PREPARATIONS,THROAT PREPARATIONS,"Anesthetics, local"
23744,dyclonine,THROAT PREPARATIONS,THROAT PREPARATIONS,"Anesthetics, local"
2653,cocaine,THROAT PREPARATIONS,THROAT PREPARATIONS,"Anesthetics, local"
625,ambroxol,THROAT PREPARATIONS,THROAT PREPARATIONS,"Anesthetics, local"
6387,lidocaine,THROAT PREPARATIONS,THROAT PREPARATIONS,"Anesthetics, local"
1425,benzydamine,THROAT PREPARATIONS,THROAT PREPARATIONS,Other throat preparations
4502,flurbiprofen,THROAT PREPARATIONS,THROAT PREPARATIONS,Other throat preparations
5640,ibuprofen,THROAT PREPARATIONS,THROAT PREPARATIONS,Other throat preparations
3992,epinephrine,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Alpha- and beta-adrenoreceptor agonists
6054,isoproterenol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Non-selective beta-adrenoreceptor agonists
7688,metaproterenol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Non-selective beta-adrenoreceptor agonists
10368,terbutaline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
1114326,indacaterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
1546059,olodaterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
19499,bitolterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
25255,formoterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
2580,clenbuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
33767,pirbuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
34530,procaterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
35373,reproterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
36117,salmeterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
38967,tulobuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
4333,fenoterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
435,albuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
5307,hexoprenaline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
6023,isoetharine,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
9388,rimiterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS",Selective beta-2-adrenoreceptor agonists
1002293,formoterol / mometasone,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS","Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
284635,fluticasone / salmeterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS","Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
389132,budesonide / formoterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"ADRENERGICS, INHALANTS","Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics"
10759,triamcinolone,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Glucocorticoids
108118,mometasone,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Glucocorticoids
1347,beclomethasone,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Glucocorticoids
1514,betamethasone,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Glucocorticoids
19831,budesonide,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Glucocorticoids
25120,flunisolide,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Glucocorticoids
274964,ciclesonide,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Glucocorticoids
41126,fluticasone,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Glucocorticoids
2102775,revefenacin,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",Anticholinergics
31563,nedocromil,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","Antiallergic agents, excl. corticosteroids"
42612,cromolyn,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","Antiallergic agents, excl. corticosteroids"
4335,fenspiride,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS","Other drugs for obstructive airway diseases, inhalants"
3966,ephedrine,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Alpha- and beta-adrenoreceptor agonists
29704,methoxyphenamine,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Non-selective beta-adrenoreceptor agonists
6054,isoproterenol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Non-selective beta-adrenoreceptor agonists
7688,metaproterenol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Non-selective beta-adrenoreceptor agonists
10368,terbutaline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
18751,bambuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
25255,formoterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
2580,clenbuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
33767,pirbuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
34530,procaterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
35373,reproterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
38967,tulobuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
4333,fenoterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
435,albuterol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
5307,hexoprenaline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
6023,isoetharine,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists
10437,theobromine,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Xanthines
10438,theophylline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Xanthines
18752,bamifylline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Xanthines
20976,oxtriphylline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Xanthines
34906,proxyphylline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Xanthines
3714,dyphylline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Xanthines
689,aminophylline,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Xanthines
114970,zafirlukast,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Leukotriene receptor antagonists
88249,montelukast,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Leukotriene receptor antagonists
1091836,roflumilast,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
1720597,mepolizumab,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
1746889,reslizumab,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
1989100,benralizumab,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
24274,eprozinol,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
2587789,tezepelumab,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
302379,omalizumab,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
4335,fenspiride,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
46307,amlexanox,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,Other systemic drugs for obstructive airway diseases
1309795,Hedera helix leaf extract,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
1337969,antimony pentasulfide,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
21116,eucalyptol,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
2915,creosote,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
38998,tyloxapol,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
5032,guaifenesin,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
5975,ipecac,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
636827,guaiacolsulfonate,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
8597,potassium iodide,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Expectorants
1753,bromhexine,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
197,acetylcysteine,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
2023,carbocysteine,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
2375829,stepronin,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
24272,eprazinone,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
24305,erdosteine,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
28554,letosteine,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
337623,dornase alfa,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
36669,sobrerol,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
44,mesna,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
625,ambroxol,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
6628,mannitol,COUGH AND COLD PREPARATIONS,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",Mucolytics
2670,codeine,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Opium alkaloids and derivatives
32009,normethadone,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Opium alkaloids and derivatives
3289,dextromethorphan,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Opium alkaloids and derivatives
33431,pholcodine,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Opium alkaloids and derivatives
4166,ethylmorphine,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Opium alkaloids and derivatives
5489,hydrocodone,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Opium alkaloids and derivatives
7533,noscapine,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Opium alkaloids and derivatives
121069,dimethoxanate,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
18993,benzonatate,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
19862,butamirate,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
20217,carbetapentane,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
2104180,cloperastine,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
21247,clobutinol,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
21254,chlophedianol,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
23419,dipropizine,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
235961,fedrilate,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
236749,benproperine,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
27866,isoaminile,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
32626,oxeladin,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
32658,oxolamine,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
33740,pipazethate,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
39969,zipeprol,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
402565,dibunate,COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
52014,"dipropizine, (S)-isomer",COUGH AND COLD PREPARATIONS,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",Other cough suppressants
19759,bromodiphenhydramine,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
20220,carbinoxamine,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
20881,chlorphenoxamine,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
23386,diphenylpyraline,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
2578,clemastine,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
3444,dimenhydrinate,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
3498,diphenhydramine,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
3642,doxylamine,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
38685,trimethobenzamide,ANTIHISTAMINES FOR SYSTEMIC USE,ANTIHISTAMINES FOR SYSTEMIC USE,Aminoalkyl ethers
